Usando dispositivo: cuda
Usando dispositivo: cuda
Ejecutando solo la tarea de Detección de Presencia con modelo: 1
############################################################## 
##############################################################
presence model:  LSTM 
window:  1  --- package number:  8

archivo de datos de training para presencia NO encontrado: processed_data\presence\fullrooms_training_1.csv

generando datos de salas llenas para training...

generando datos de salas llenas para validacion...

generando datos de salas llenas para test...

generando datos de salas vacías para training...

generando datos de salas vacías para validacion...

generando datos de salas vacías para  test...

generando labels...

datos de presencia generados y guardados exitosamente. Generando etiquetas...

################# Salas llenas
shape train:  (1360, 234)  --- shape val:  (340, 234)  ---- shape test:  (425, 234)
shape train label:  (1360,)  --- shape val label:  (340,)  --- shape test label:  (425,)
################# Salas vacías
shape train:  (1360, 234)  --- shape val:  (340, 234)  --- shape test:  (425, 234)
shape train label:  (1360,)  --- shape val label:  (340,)  --- shape test label:  (425,)
############################################################################################

############################################################## 
window:  1  --- package number:  8
comenzando modelo LSTM
Epoch 1/100, Loss: 0.6443, Acc: 0.6158, Val Loss: 0.5797, Val Acc: 0.8044
Epoch 2/100, Loss: 0.3937, Acc: 0.8915, Val Loss: 0.3742, Val Acc: 0.9147
Epoch 3/100, Loss: 0.2366, Acc: 0.9449, Val Loss: 0.2204, Val Acc: 0.9265
Epoch 4/100, Loss: 0.1243, Acc: 0.9702, Val Loss: 0.1520, Val Acc: 0.9529
Epoch 5/100, Loss: 0.0580, Acc: 0.9842, Val Loss: 0.2216, Val Acc: 0.9015
Epoch 6/100, Loss: 0.0344, Acc: 0.9904, Val Loss: 0.3673, Val Acc: 0.8441
Epoch 7/100, Loss: 0.0170, Acc: 0.9960, Val Loss: 0.3379, Val Acc: 0.8618
Epoch 8/100, Loss: 0.0102, Acc: 0.9974, Val Loss: 0.3290, Val Acc: 0.8706
Epoch 9/100, Loss: 0.0062, Acc: 0.9993, Val Loss: 0.3647, Val Acc: 0.8691
Epoch 10/100, Loss: 0.0040, Acc: 0.9996, Val Loss: 0.3750, Val Acc: 0.8691
Epoch 11/100, Loss: 0.0030, Acc: 1.0000, Val Loss: 0.3888, Val Acc: 0.8691
Epoch 12/100, Loss: 0.0024, Acc: 1.0000, Val Loss: 0.3987, Val Acc: 0.8676
Epoch 13/100, Loss: 0.0019, Acc: 1.0000, Val Loss: 0.4062, Val Acc: 0.8676
Epoch 14/100, Loss: 0.0016, Acc: 1.0000, Val Loss: 0.4126, Val Acc: 0.8706
Epoch 15/100, Loss: 0.0013, Acc: 1.0000, Val Loss: 0.4191, Val Acc: 0.8706
Epoch 16/100, Loss: 0.0011, Acc: 1.0000, Val Loss: 0.4243, Val Acc: 0.8706
Epoch 17/100, Loss: 0.0009, Acc: 1.0000, Val Loss: 0.4297, Val Acc: 0.8735
Epoch 18/100, Loss: 0.0008, Acc: 1.0000, Val Loss: 0.4347, Val Acc: 0.8735
Epoch 19/100, Loss: 0.0007, Acc: 1.0000, Val Loss: 0.4395, Val Acc: 0.8750
Epoch 20/100, Loss: 0.0006, Acc: 1.0000, Val Loss: 0.4440, Val Acc: 0.8750
Epoch 21/100, Loss: 0.0005, Acc: 1.0000, Val Loss: 0.4480, Val Acc: 0.8750
Epoch 22/100, Loss: 0.0005, Acc: 1.0000, Val Loss: 0.4517, Val Acc: 0.8750
Epoch 23/100, Loss: 0.0004, Acc: 1.0000, Val Loss: 0.4553, Val Acc: 0.8750
Epoch 24/100, Loss: 0.0004, Acc: 1.0000, Val Loss: 0.4588, Val Acc: 0.8750
Epoch 25/100, Loss: 0.0003, Acc: 1.0000, Val Loss: 0.4622, Val Acc: 0.8750
Epoch 26/100, Loss: 0.0003, Acc: 1.0000, Val Loss: 0.4652, Val Acc: 0.8750
Epoch 27/100, Loss: 0.0003, Acc: 1.0000, Val Loss: 0.4682, Val Acc: 0.8750
Epoch 28/100, Loss: 0.0003, Acc: 1.0000, Val Loss: 0.4712, Val Acc: 0.8750
Epoch 29/100, Loss: 0.0002, Acc: 1.0000, Val Loss: 0.4741, Val Acc: 0.8750
Epoch 30/100, Loss: 0.0002, Acc: 1.0000, Val Loss: 0.4767, Val Acc: 0.8750
Epoch 31/100, Loss: 0.0002, Acc: 1.0000, Val Loss: 0.4797, Val Acc: 0.8750
Epoch 32/100, Loss: 0.0002, Acc: 1.0000, Val Loss: 0.4825, Val Acc: 0.8750
Epoch 33/100, Loss: 0.0002, Acc: 1.0000, Val Loss: 0.4852, Val Acc: 0.8765
Epoch 34/100, Loss: 0.0002, Acc: 1.0000, Val Loss: 0.4878, Val Acc: 0.8794
Epoch 35/100, Loss: 0.0001, Acc: 1.0000, Val Loss: 0.4903, Val Acc: 0.8794
Epoch 36/100, Loss: 0.0001, Acc: 1.0000, Val Loss: 0.4930, Val Acc: 0.8794
Epoch 37/100, Loss: 0.0001, Acc: 1.0000, Val Loss: 0.4957, Val Acc: 0.8794
Epoch 38/100, Loss: 0.0001, Acc: 1.0000, Val Loss: 0.4981, Val Acc: 0.8779
Epoch 39/100, Loss: 0.0001, Acc: 1.0000, Val Loss: 0.5005, Val Acc: 0.8779
Epoch 40/100, Loss: 0.0001, Acc: 1.0000, Val Loss: 0.5027, Val Acc: 0.8779
Epoch 41/100, Loss: 0.0001, Acc: 1.0000, Val Loss: 0.5050, Val Acc: 0.8779
Epoch 42/100, Loss: 0.0001, Acc: 1.0000, Val Loss: 0.5072, Val Acc: 0.8779
Epoch 43/100, Loss: 0.0001, Acc: 1.0000, Val Loss: 0.5094, Val Acc: 0.8779
Epoch 44/100, Loss: 0.0001, Acc: 1.0000, Val Loss: 0.5115, Val Acc: 0.8779
Epoch 45/100, Loss: 0.0001, Acc: 1.0000, Val Loss: 0.5138, Val Acc: 0.8794
